Parcela,Mod / Subp,CENSO,Estación /año,Fecha,#Ind,Clave sp,Género,Epiteto específico,Familia,Nombre común,Altura,Largo,DAP mayor,# Tallos,Estatus,Observaciones,# CenOrig,Fenología,Daño,Origen,FormaVida,DAP1,DAP2,DAP3,DAP4,DAP5,DAP6,DAP7,DAP8,DAP9,DAP10,DAP11,,
3 B,9,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,39,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,7,7.2,11.4,1,arbol,semilla,C3,,,semilla,,11.4,,,,,,,,,,,,
3 B,9,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,47,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,7,7.2,7.8,3,arbol,semilla,C6,,,semilla,,7.8,7.4,7,,,,,,,,,,
3 B,9,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,49,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,4,4.2,6.9,1,arbol,semilla,C6,,,semilla,,6.9,,,,,,,,,,,,
3 B,9,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,50,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,6,6.2,5.4,2,arbol,semilla,C6,,,semilla,,5.4,4.3,,,,,,,,,,,
3 B,9,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,51,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,7,7.2,7.8,1,arbol,semilla,C6,,,semilla,,7.8,,,,,,,,,,,,
3 B,9,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,78,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,5,5.2,5.5,1,arbol,rebrote,C9,,,rebrote,,5.5,,,,,,,,,,,,
3 B,9,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,85,neoema,Neomillspaughia,emarginata,POLYGONACEAE,Sak its'a,6,6.2,6.6,4,arbol,rebrote,C10,,,rebrote,,6.6,2.8,3.1,2.5,,,,,,,,,
3 B,9,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,86,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,7,7.5,6,1,arbol,semilla,C10,,,semilla,,6,,,,,,,,,,,,
3 B,9,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,105,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,5,5.2,5.1,1,arbol,semilla,C12,,,semilla,,5.1,,,,,,,,,,,,
3 B,9,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,125,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,6,6.2,5.9,2,arbol,semilla,C14,,,semilla,,5.6,5.9,,,,,,,,,,,
3 B,9,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,140,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,5,5.2,5.2,1,recluta,semilla,C15,,,semilla,,5.2,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,31,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,8,8.2,9.1,1,arbol,semilla,C0,,,semilla,,9.1,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,32,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,8,8.5,10.6,2,arbol,rebrote,C0,,,rebrote,,10.6,9.1,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,33,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,6,6.5,5.8,1,arbol,semilla,C0,,,semilla,,5.8,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,34,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,,,0,0,,no encontrado,C0,,,no encontrado,,,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,35,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,7,7.2,6.9,1,arbol,semilla,C0,,,semilla,,6.9,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,40,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,6,6.2,5.9,2,arbol,semilla,C3,,,semilla,,5.9,4.8,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,54,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,6,6.2,8.5,1,arbol,semilla,C6,,,semilla,,8.5,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,55,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,6,6.5,5.7,1,arbol,semilla,C6,,,semilla,,5.7,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,79,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,5,5.2,5.7,1,arbol,semilla,C9,,,semilla,,5.7,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,80,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,7,7.2,6.9,1,arbol,semilla,C9,,,semilla,,6.9,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,81,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,5,5.2,6.5,1,arbol,semilla,C9,,,semilla,,6.5,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,87,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,7,7.2,6.4,1,arbol,semilla,C10,,,semilla,,6.4,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,97,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,7,7.2,5.5,1,arbol,semilla,C11,,,semilla,,5.5,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,106,helbar,Helicteres,baruensis,MALVACEAE,Sutup,,,0,0,juvenil,,C12,,,,,,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,107,lonrug,Lonchocarpus,rugosus,FABACEAE,K'anasin,6,6.5,6,1,arbol,semilla,C12,,,semilla,,6,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,111,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,6,6.5,5.2,1,arbol,semilla,C13,,,semilla,,5.2,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,126,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,5,5.2,5.5,1,arbol,semilla,C14,,,semilla,,5.5,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,127,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,6,6.5,5.4,2,arbol,semilla,C14,,,semilla,,5.4,3.5,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,141,lonrug,Lonchocarpus,rugosus,FABACEAE,K'anasin,6,6.2,5.2,1,recluta,semilla,C15,,,semilla,,5.2,,,,,,,,,,,,
3 B,10,C27,Lluvias 2015,15 DE OCTUBRE DE 2015,142,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,5.5,5.7,5,1,recluta,semilla,C15,,,semilla,,5,,,,,,,,,,,,
3A,1,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,49,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,4,6,6.7,1,arbol,semilla,C9,,,semilla,,6.7,,,,,,,,,,,,
3A,1,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,58,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,8,8.5,6,1,arbol,semilla,C12,,,semilla,,6,,,,,,,,,,,,
3A,1,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,61,caeyuc,Caesalpinia,yucatanensis,FABACEAE,Tak'inché,4,5,6.7,2,arbol,semilla,C12,,,semilla,,5.5,6.7,,,,,,,,,,,
3A,1,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,95,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,6,6.5,7.5,1,arbol,semilla,C14,,,semilla,,7.5,,,,,,,,,,,,
3A,1,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,96,playuc,Platymiscium,yucatanum,FABACEAE,Subinché,4,4,5.2,1,arbol,semilla,C15,,,semilla,,5.2,,,,,,,,,,,,
3A,1,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,97,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,3,3.5,5.1,1,arbol,semilla,C15,,,semilla,,5.1,,,,,,,,,,,,
3A,2,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,16,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,5,5.5,9.6,1,arbol,semilla,C3,,,semilla,,9.6,,,,,,,,,,,,
3A,2,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,28,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,8,8.5,9.4,1,arbol,semilla,C6,,,semilla,,9.4,,,,,,,,,,,,
3A,2,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,39,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,,,0,0,no se encontro,,C8,,,,,,,,,,,,,,,,,
3A,2,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,50,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,3.5,4,7.7,1,arbol,semilla,C9,,,semilla,,7.7,,,,,,,,,,,,
3A,2,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,23,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,5,5.5,8.2,1,arbol,semilla,C10,,,semilla,,8.2,,,,,,,,,,,,
3A,2,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,81,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,6,5.3,1,arbol,semilla,C13,,,semilla,,5.3,,,,,,,,,,,,
3A,2,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,96,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,4,4.5,5.5,1,arbol,semilla,C14,,,semilla,,5.5,,,,,,,,,,,,
3A,2,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,102,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,4.5,4.5,5.6,1,recluta,semilla,C15,,,semilla,,5.6,,,,,,,,,,,,
3A,2,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,103,caeyuc,Caesalpinia,yucatanensis,FABACEAE,Tak'inché,4,4.5,5.4,1,recluta,semilla,C15,,,semilla,,5.4,,,,,,,,,,,,
3a,2,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,104,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,6,6.5,5.4,1,recluta,semilla,C15,,,semilla,,5.4,,,,,,,,,,,,
3a,2,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,105,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,2.5,3,5.1,1,recluta,semilla,C15,,,semilla,,5.1,,,,,,,,,,,,
3a,2,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,106,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,6,6.5,5.5,1,recluta,semilla,C15,,,semilla,,5.5,,,,,,,,,,,,
3A,3,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,17,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,6,6,10.4,1,arbol,semilla,C3,,,semilla,,10.4,,,,,,,,,,,,
3A,3,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,18,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,7,8,10.3,1,arbol,semilla,C3,,,semilla,,10.3,,,,,,,,,,,,
3A,3,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,40,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,,,0,0,no se encontro,,C6,,,,,,,,,,,,,,,,,
3A,3,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,51,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,6,6.5,7.4,1,arbol,semilla,C9,,,semilla,,7.4,,,,,,,,,,,,
3A,3,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,62,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,6,6.5,6.9,1,arbol,semilla,C10,,,semilla,,6.9,,,,,,,,,,,,
3A,3,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,67,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,4,4.5,5.6,3,arbol,rebrote,C12,,,rebrote,,5.6,3.7,2.8,,,,,,,,,,
3A,3,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,74,mimbah,Mimosa,bahamensis,FABACEAE,Sak katsim,5,5.5,6.7,1,arbol,semilla,C12,,,semilla,,6.7,,,,,,,,,,,,
3A,3,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,82,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,5,5.5,5.5,1,arbol,semilla,C13,,,semilla,,5.5,,,,,,,,,,,,
3A,3,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,83,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,5,6,5.9,2,arbol,semilla,C13,,,semilla,,5.5,5.9,,,,,,,,,,,
3A,3,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,97,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,5,5,6.2,1,arbol,semilla,C14,,,semilla,,6.2,,,,,,,,,,,,
3A,3,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,98,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,6,6.5,5.6,1,arbol,semilla,C14,,,semilla,,5.6,,,,,,,,,,,,
3A,3,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,99,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,7,7.5,8.3,1,arbol,semilla,C14,,,semilla,,8.3,,,,,,,,,,,,
3A,4,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,1,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,,,0,0,no se encontro,,C0,,,,,,,,,,,,,,,,,
3A,4,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,2,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,7,8,12,1,arbol,semilla,C0,,,semilla,,12,,,,,,,,,,,,
3A,4,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,29,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,,,0,0,no se encontro,,C10,,,,,,,,,,,,,,,,,
3A,4,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,41,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,6,6,8.2,1,arbol,semilla,C10,,,semilla,,8.2,,,,,,,,,,,,
3A,4,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,42,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,5,5.5,9.1,1,arbol,semilla,C8,,,semilla,,9.1,,,,,,,,,,,,
3A,4,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,52,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,5,5.8,6.8,1,arbol,semilla,C9,,,semilla,,6.8,,,,,,,,,,,,
3A,4,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,84,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,5,5,7.2,1,arbol,semilla,C13,,,semilla,,7.2,,,,,,,,,,,,
3A,4,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,85,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,7,7.5,6.3,1,arbol,semilla,C13,,,semilla,,6.3,,,,,,,,,,,,
3A,4,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,86,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,4,4.5,5.7,1,arbol,semilla,C13,,,semilla,,5.7,,,,,,,,,,,,
3A,4,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,87,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,5,6,5.7,1,arbol,semilla,C13,,,semilla,,5.7,,,,,,,,,,,,
3A,5,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,3,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,7,7.5,9.6,4,arbol,rebrote,C0,,,rebrote,,9.2,9.6,4.3,4.3,,,,,,,,,
3A,5,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,4,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,,,0,0,muerto,,C0,,,,,,,,,,,,,,,,,
3A,5,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,30,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,6,6.2,7.5,1,arbol,semilla,C6,,,semilla,,7.5,,,,,,,,,,,,
3A,5,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,53,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,6,6.5,9,1,arbol,semilla,C9,,,semilla,,9,,,,,,,,,,,,
3A,5,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,88,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,7,7.5,6.9,1,arbol,semilla,C13,,,semilla,,6.9,,,,,,,,,,,,
3A,5,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,102,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,5,5.2,5.4,1,recluta,semilla,C15,,,semilla,,5.4,,,,,,,,,,,,
3A,6,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,19,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,7,7.2,10.8,2,arbol,semilla,C3,,,semilla,,10.8,8.5,,,,,,,,,,,
3A,6,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,20,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,7,7.5,12.6,1,arbol,semilla,C3,,,semilla,,12.6,,,,,,,,,,,,
3A,6,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,43,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,8,8.5,7.5,1,arbol,semilla,C8,,,semilla,,7.5,,,,,,,,,,,,
3A,6,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,54,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,6,6.2,7.3,1,arbol,semilla,C9,,,semilla,,7.3,,,,,,,,,,,,
3A,6,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,55,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,,,0,0,muerto,,C9,,,,,,,,,,,,,,,,,
3A,6,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,56,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,7,7.2,9,1,arbol,semilla,C9,,,semilla,,9,,,,,,,,,,,,
3A,6,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,57,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,,C9,,,,,,,,,,,,,,,,,
3A,6,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,68,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,8,8.2,6.7,1,arbol,semilla,C11,,,semilla,,6.7,,,,,,,,,,,,
3A,6,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,89,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,5,5.5,6.9,1,arbol,semilla,C13,,,semilla,,6.9,,,,,,,,,,,,
3A,6,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,90,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,6,6.2,6,1,arbol,semilla,C13,,,semilla,,6,,,,,,,,,,,,
3A,6,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,91,casgau,Cascabela,gaumeri,APOCYNACEAE,Ak' its,5,5.2,5.6,1,arbol,semilla,C13,,,semilla,,5.6,,,,,,,,,,,,
3A,6,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,92,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,6,6.2,6.1,3,arbol,semilla,C13,,,semilla,,5.8,6.1,2,,,,,,,,,,
3A,6,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,100,bursim,Bursera,simaruba,BURSERACEAE,Chakaj,5,5.2,5.5,3,arbol,semilla,C14,,,semilla,,5.5,4.7,4.5,,,,,,,,,,
3A,7,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,5,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,9,9.5,11.1,1,arbol,semilla,C0,,,semilla,,11.1,,,,,,,,,,,,
3A,7,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,6,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,7,7.5,7.5,4,arbol,rebrote,C0,,,rebrote,,5.4,7.5,7,7.5,,,,,,,,,
3A,7,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,7,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,9,9.5,11.2,1,arbol,semilla,C0,,,semilla,,11.2,,,,,,,,,,,,
3A,7,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,15,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,7,7.2,10.5,1,arbol,semilla,C2,,,semilla,,10.5,,,,,,,,,,,,
3A,7,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,21,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,8,8.2,12.1,1,arbol,semilla,C3,,,semilla,,12.1,,,,,,,,,,,,
3A,7,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,31,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,7,7.5,8.3,1,arbol,rebrote,C6,,,rebrote,,8.3,,,,,,,,,,,,
3A,7,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,32,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,7,7.5,6.9,1,arbol,semilla,C6,,,semilla,,6.9,,,,,,,,,,,,
3A,7,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,33,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,,,0,0,muerto,,C6,,,,,,,,,,,,,,,,,
3A,7,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,44,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,8,8.5,7.4,1,arbol,semilla,C8,,,semilla,,7.4,,,,,,,,,,,,
3A,7,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,58,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,6,6.2,7,1,arbol,semilla,C9,,,semilla,,7,,,,,,,,,,,,
3A,7,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,59,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,7,7.5,5.8,1,arbol,semilla,C9,,,semilla,,5.8,,,,,,,,,,,,
3A,7,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,69,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,6,6.5,6.1,1,arbol,semilla,C11,,,semilla,,6.1,,,,,,,,,,,,
3A,7,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,93,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,7,7.5,5.4,1,arbol,semilla,C13,,,semilla,,5.4,,,,,,,,,,,,
3A,8,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,8,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,9,9.5,11.7,1,arbol,semilla,C0,,,semilla,,11.7,,,,,,,,,,,,
3A,8,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,22,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,7,7.5,8,1,arbol,semilla,C3,,,semilla,,8,,,,,,,,,,,,
3A,8,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,45,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,,,0,0,no se encontro,,C8,,,,,,,,,,,,,,,,,
3A,8,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,60,senato,Senna,atomaria ,FABACEAE,Tu'ja'ché,8,8.5,8.1,1,arbol,rebrote,C9,,,rebrote,,8.1,,,,,,,,,,,,
3A,8,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,63,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,6,6.2,8.4,1,arbol,semilla,C10,,,semilla,,8.4,,,,,,,,,,,,
3A,8,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,64,luslat,Lysiloma,latisiliquum,FABACEAE,Tsalam,5,5.5,7.8,1,arbol,semilla,C10,,,semilla,,7.8,,,,,,,,,,,,
3A,8,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,75,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,,,0,0,no se encontro,,C12,,,,,,,,,,,,,,,,,
3A,8,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,76,luespe,Luehea,speciosa,MALVACEAE,Kakaw ché,6,6.5,5.3,2,arbol,rebrote,C12,,,rebrote,,5.3,4.5,,,,,,,,,,,
3A,8,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,94,acagau,Acacia,gaumeri,FABACEAE,Box katsim,5,6,6.3,1,agregado,semilla,C13,,,semilla,,6.3,,,,,,,,,,,,
3A,8,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,103,heldon,Heliocarpus,donellsmithii,MALVACEAE,Joolol,6,6.2,5.1,1,recluta,semilla,C15,,,semilla,,5.1,,,,,,,,,,,,
3A,8,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,104,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,5,5.5,5.4,1,recluta,semilla,C15,,,semilla,,5.4,,,,,,,,,,,,
3A,9,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,9,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,7,7.5,10.4,1,arbol,semilla,C0,,,semilla,,10.4,,,,,,,,,,,,
3A,9,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,10,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,4,4,5.2,1,arbol,semilla,C0,,,semilla,,5.2,,,,,,,,,,,,
3A,9,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,11,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,4.5,4.5,8.3,1,arbol,semilla,C0,,,semilla,,8.3,,,,,,,,,,,,
3A,9,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,12,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,6,6.5,10,1,arbol,semilla,C0,,,semilla,,10,,,,,,,,,,,,
3A,9,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,23,cocvit,Cochlospermum,vitifolium,BIXACEAE,Chu'um,,,0,0,no se encontro,,C3,,,,,,,,,,,,,,,,,
3A,9,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,24,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,2.5,2.5,6.8,1,arbol,semilla,C3,,,semilla,,6.8,,,,,,,,,,,,
3A,9,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,25,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,7,7.5,7.6,1,arbol,rebrote,C3,,,rebrote,,7.6,,,,,,,,,,,,
3A,9,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,46,pispis,Piscidia,piscipula,FABACEAE,Ja'abin,6.5,6.5,6.7,4,arbol,rebrote,C8,,,rebrote,,6.2,6,6.7,4.3,,,,,,,,,
3A,9,C27,Lluvias 2015,8 DE OCTUBRE DE 2015,61,leuleu,Leucaena,leucocephala ,FABACEAE,Waxim,7,8,8.4,1,arbol,rebrote,C9,,,rebrote,,8.4,,,,,,,,,,,,
